,length,gc
ENSG00000265282,552,0.476449275
ENSG00000265287,1083,0.387811634
ENSG00000265289,591,0.436548223
ENSG00000265303,557,0.409335727
ENSG00000265313,6925,0.386281588
ENSG00000265316,578,0.41349481
ENSG00000265334,638,0.380877743
ENSG00000265342,372,0.481182796
ENSG00000265349,212,0.523584906
ENSG00000265352,1101,0.31880109
ENSG00000265354,1190,0.475630252
ENSG00000265359,258,0.604651163
ENSG00000265369,2598,0.411855273
ENSG00000265374,555,0.452252252
ENSG00000265378,397,0.586901763
ENSG00000265380,555,0.428828829
ENSG00000265393,338,0.636094675
ENSG00000265394,385,0.423376623
ENSG00000265399,1771,0.492941841
ENSG00000265400,718,0.437325905
ENSG00000265401,461,0.544468547
ENSG00000265415,321,0.479750779
ENSG00000265425,755,0.402649007
ENSG00000265443,460,0.513043478
ENSG00000265445,373,0.498659517
ENSG00000265451,682,0.507331378
ENSG00000265458,2056,0.543287938
ENSG00000265474,521,0.62571977
ENSG00000265478,985,0.368527919
ENSG00000265484,1709,0.379169105
ENSG00000265485,10348,0.404812524
ENSG00000265487,244,0.430327869
ENSG00000265489,3679,0.478390867
ENSG00000265490,326,0.466257669
ENSG00000265491,11059,0.447327968
ENSG00000265494,1982,0.472250252
ENSG00000265496,582,0.501718213
ENSG00000265511,795,0.620125786
ENSG00000265514,2807,0.445671535
ENSG00000265519,347,0.622478386
ENSG00000265533,2991,0.355733868
ENSG00000265542,612,0.511437908
ENSG00000265547,517,0.477756286
ENSG00000265552,663,0.455505279
ENSG00000265554,1128,0.486702128
ENSG00000265555,2149,0.382038157
ENSG00000265556,NA,NA
ENSG00000265590,19326,0.464969471
ENSG00000265618,1121,0.438893845
ENSG00000265643,432,0.416666667
ENSG00000265644,573,0.422338569
ENSG00000265656,447,0.425055928
ENSG00000265664,229,0.668122271
ENSG00000265666,1790,0.621787709
ENSG00000265670,387,0.395348837
ENSG00000265671,351,0.566951567
ENSG00000265678,555,0.531531532
ENSG00000265681,2451,0.39494084
ENSG00000265688,1895,0.654881266
ENSG00000265689,372,0.451612903
ENSG00000265690,2009,0.675958188
ENSG00000265692,1810,0.552486188
ENSG00000265697,563,0.456483126
ENSG00000265702,4862,0.459276018
ENSG00000265717,598,0.459866221
ENSG00000265728,855,0.479532164
ENSG00000265737,586,0.407849829
ENSG00000265739,546,0.450549451
ENSG00000265743,409,0.364303178
ENSG00000265749,1408,0.514204545
ENSG00000265750,735,0.453061224
ENSG00000265751,679,0.452135493
ENSG00000265752,2343,0.441741357
ENSG00000265758,955,0.462827225
ENSG00000265763,3516,0.449658703
ENSG00000265766,1955,0.354475703
ENSG00000265778,1576,0.508248731
ENSG00000265781,374,0.323529412
ENSG00000265784,456,0.495614035
ENSG00000265786,499,0.440881764
ENSG00000265787,390,0.505128205
ENSG00000265788,1647,0.535519126
ENSG00000265799,982,0.544806517
ENSG00000265808,9039,0.363646421
ENSG00000265817,7413,0.365843788
ENSG00000265818,768,0.4453125
ENSG00000265840,287,0.543554007
ENSG00000265843,4449,0.452461227
ENSG00000265844,560,0.482142857
ENSG00000265845,996,0.419678715
ENSG00000265888,1968,0.43800813
ENSG00000265907,3632,0.403359031
ENSG00000265908,599,0.424040067
ENSG00000265912,2474,0.35004042
ENSG00000265927,1027,0.460564752
ENSG00000265933,4866,0.471023428
ENSG00000265935,403,0.429280397
ENSG00000265943,570,0.50877193
ENSG00000265944,603,0.537313433
ENSG00000265962,896,0.449776786
ENSG00000265964,560,0.494642857
ENSG00000265967,554,0.429602888
ENSG00000265971,355,0.54084507
ENSG00000265972,3604,0.425083241
ENSG00000265975,557,0.454219031
ENSG00000265980,471,0.437367304
ENSG00000265984,428,0.464953271
ENSG00000265987,403,0.397022333
ENSG00000265994,965,0.395854922
ENSG00000265995,287,0.442508711
ENSG00000266002,215,0.348837209
ENSG00000266010,3288,0.583941606
ENSG00000266013,294,0.469387755
ENSG00000266014,1817,0.448541552
ENSG00000266028,15609,0.497725671
ENSG00000266036,565,0.596460177
ENSG00000266049,1049,0.40514776
ENSG00000266053,1518,0.416337286
ENSG00000266065,567,0.396825397
ENSG00000266074,13490,0.641141586
ENSG00000266076,1616,0.46039604
ENSG00000266086,2270,0.424229075
ENSG00000266088,1332,0.463963964
ENSG00000266094,6975,0.542939068
ENSG00000266100,563,0.481349911
ENSG00000266101,573,0.596858639
ENSG00000266102,472,0.44279661
ENSG00000266106,651,0.525345622
ENSG00000266111,419,0.391408115
ENSG00000266114,575,0.419130435
ENSG00000266120,224,0.504464286
ENSG00000266149,616,0.508116883
ENSG00000266153,547,0.429616088
ENSG00000266171,1714,0.430571762
ENSG00000266173,10860,0.520349908
ENSG00000266196,572,0.403846154
ENSG00000266202,582,0.486254296
ENSG00000266208,2094,0.625596944
ENSG00000266213,2727,0.480014668
ENSG00000266248,543,0.532228361
ENSG00000266256,14961,0.469888376
ENSG00000266258,1040,0.426923077
ENSG00000266261,571,0.481611208
ENSG00000266265,3511,0.561378525
ENSG00000266268,631,0.380348653
ENSG00000266273,399,0.426065163
ENSG00000266278,2637,0.475540387
ENSG00000266279,548,0.428832117
ENSG00000266283,770,0.551948052
ENSG00000266288,463,0.345572354
ENSG00000266289,777,0.319176319
ENSG00000266290,6113,0.468673319
ENSG00000266302,8802,0.398204953
ENSG00000266304,812,0.373152709
ENSG00000266311,440,0.538636364
ENSG00000266312,1969,0.473844591
ENSG00000266313,985,0.465989848
ENSG00000266335,714,0.345938375
ENSG00000266338,5305,0.473892554
ENSG00000266340,668,0.766467066
ENSG00000266341,192,0.578125
ENSG00000266357,2181,0.463090326
ENSG00000266368,463,0.35637149
ENSG00000266369,1372,0.36516035
ENSG00000266378,2140,0.404205607
ENSG00000266385,552,0.389492754
ENSG00000266389,402,0.542288557
ENSG00000266397,568,0.443661972
ENSG00000266401,1761,0.430437252
ENSG00000266402,340,0.611764706
ENSG00000266411,NA,NA
ENSG00000266412,3988,0.4332999
ENSG00000266441,491,0.6598778
ENSG00000266445,838,0.521479714
ENSG00000266450,505,0.411881188
ENSG00000266456,2106,0.392212726
ENSG00000266460,597,0.494137353
ENSG00000266466,965,0.493264249
ENSG00000266469,1053,0.472934473
ENSG00000266472,1500,0.49
ENSG00000266473,689,0.685050798
ENSG00000266489,4345,0.412197929
ENSG00000266490,462,0.37012987
ENSG00000266495,389,0.488431877
ENSG00000266498,686,0.486880466
ENSG00000266505,1780,0.503932584
ENSG00000266521,433,0.452655889
ENSG00000266524,2677,0.608143444
ENSG00000266527,2266,0.511032657
ENSG00000266535,557,0.549371634
ENSG00000266538,317,0.501577287
ENSG00000266541,534,0.391385768
ENSG00000266554,2842,0.486629134
ENSG00000266573,8281,0.429416737
ENSG00000266578,1180,0.494915254
ENSG00000266579,345,0.382608696
ENSG00000266586,179,0.603351955
ENSG00000266588,983,0.459816887
ENSG00000266598,537,0.338919926
ENSG00000266599,408,0.529411765
ENSG00000266601,335,0.540298507
ENSG00000266602,9176,0.383391456
ENSG00000266604,860,0.448837209
ENSG00000266614,462,0.497835498
ENSG00000266642,1264,0.550632911
ENSG00000266644,560,0.444642857
ENSG00000266651,304,0.404605263
ENSG00000266654,345,0.48115942
ENSG00000266667,538,0.457249071
ENSG00000266677,2279,0.497147872
ENSG00000266680,1404,0.452279202
ENSG00000266696,472,0.377118644
ENSG00000266708,780,0.391025641
ENSG00000266709,1652,0.523002421
ENSG00000266711,547,0.616087751
ENSG00000266714,13330,0.643135784
ENSG00000266717,709,0.411847673
ENSG00000266718,4060,0.545320197
ENSG00000266728,730,0.5
ENSG00000266729,1149,0.409051349
ENSG00000266733,1079,0.535681186
ENSG00000266743,464,0.411637931
ENSG00000266744,511,0.485322896
ENSG00000266765,419,0.417661098
ENSG00000266767,1737,0.438111687
ENSG00000266774,748,0.346256684
ENSG00000266775,771,0.495460441
ENSG00000266821,2927,0.508028698
ENSG00000266824,465,0.468817204
ENSG00000266830,1553,0.592401803
ENSG00000266835,1201,0.45295587
ENSG00000266840,483,0.467908903
ENSG00000266844,2478,0.519774011
ENSG00000266846,2234,0.485675918
ENSG00000266850,1229,0.344995932
ENSG00000266869,2321,0.440758294
ENSG00000266872,656,0.553353659
ENSG00000266877,568,0.521126761
ENSG00000266893,1269,0.463356974
ENSG00000266897,391,0.475703325
ENSG00000266901,474,0.367088608
ENSG00000266903,2502,0.494004796
ENSG00000266904,4334,0.461005999
ENSG00000266905,352,0.5625
ENSG00000266908,3098,0.512588767
ENSG00000266913,1016,0.500984252
ENSG00000266916,1405,0.469039146
ENSG00000266918,2262,0.405835544
ENSG00000266921,3371,0.45179472
ENSG00000266923,1968,0.419715447
ENSG00000266924,636,0.558176101
ENSG00000266925,1519,0.571428571
ENSG00000266928,575,0.39826087
ENSG00000266933,850,0.583529412
ENSG00000266936,366,0.524590164
ENSG00000266941,356,0.528089888
ENSG00000266947,3119,0.505931388
ENSG00000266950,408,0.507352941
ENSG00000266951,602,0.519933555
ENSG00000266952,3153,0.400888043
ENSG00000266953,974,0.573921971
ENSG00000266954,538,0.548327138
ENSG00000266955,528,0.462121212
ENSG00000266957,200,0.545
ENSG00000266958,NA,NA
ENSG00000266961,310,0.55483871
ENSG00000266962,2411,0.635835753
ENSG00000266963,472,0.652542373
ENSG00000266964,1910,0.643979058
ENSG00000266967,3704,0.495140389
ENSG00000266969,474,0.438818565
ENSG00000266970,2123,0.591615638
ENSG00000266973,566,0.485865724
ENSG00000266975,241,0.580912863
ENSG00000266976,4778,0.474675596
ENSG00000266977,889,0.448818898
ENSG00000266978,918,0.572984749
ENSG00000266979,2025,0.422716049
ENSG00000266980,890,0.582022472
ENSG00000266983,1476,0.489159892
ENSG00000266985,1389,0.537077034
ENSG00000266987,360,0.352777778
ENSG00000266990,641,0.592823713
ENSG00000266993,1819,0.385376581
ENSG00000266997,936,0.388888889
ENSG00000266998,3420,0.605555556
ENSG00000267000,487,0.435318275
ENSG00000267001,543,0.721915285
ENSG00000267002,8785,0.436425726
ENSG00000267004,97,0.577319588
ENSG00000267006,1176,0.31292517
ENSG00000267007,447,0.693512304
ENSG00000267011,837,0.538829152
ENSG00000267012,NA,NA
ENSG00000267013,3254,0.423171481
ENSG00000267014,4426,0.50474469
ENSG00000267015,502,0.416334661
ENSG00000267016,1132,0.561837456
ENSG00000267022,3766,0.439192777
ENSG00000267024,442,0.425339367
ENSG00000267026,4778,0.441188782
ENSG00000267027,240,0.504166667
ENSG00000267028,396,0.5
ENSG00000267030,540,0.646296296
ENSG00000267033,578,0.505190311
ENSG00000267034,NA,NA
ENSG00000267035,396,0.45959596
ENSG00000267038,316,0.408227848
ENSG00000267039,688,0.280523256
ENSG00000267040,2636,0.419954476
ENSG00000267041,7850,0.401146497
ENSG00000267042,542,0.662361624
ENSG00000267044,472,0.597457627
ENSG00000267047,498,0.504016064
ENSG00000267049,427,0.43793911
ENSG00000267051,810,0.503703704
ENSG00000267052,1770,0.349152542
ENSG00000267053,4470,0.536241611
ENSG00000267055,670,0.397014925
ENSG00000267057,3688,0.423806941
ENSG00000267058,2193,0.387596899
ENSG00000267059,1002,0.618762475
ENSG00000267060,2856,0.484943978
ENSG00000267061,546,0.45970696
ENSG00000267062,296,0.614864865
ENSG00000267063,555,0.443243243
ENSG00000267064,6568,0.43590134
ENSG00000267065,3085,0.497244733
ENSG00000267069,904,0.508849558
ENSG00000267070,531,0.52165725
ENSG00000267072,521,0.583493282
ENSG00000267073,458,0.659388646
ENSG00000267075,4582,0.566346574
ENSG00000267077,720,0.656944444
ENSG00000267078,1449,0.553485162
ENSG00000267079,379,0.503957784
ENSG00000267080,4451,0.584587733
ENSG00000267081,567,0.504409171
ENSG00000267082,569,0.539543058
ENSG00000267089,442,0.400452489
ENSG00000267090,297,0.676767677
ENSG00000267092,457,0.630196937
ENSG00000267095,542,0.640221402
ENSG00000267097,1391,0.41480949
ENSG00000267098,1762,0.334279228
ENSG00000267100,2014,0.517874876
ENSG00000267101,3434,0.415550379
ENSG00000267104,1841,0.466594242
ENSG00000267105,355,0.529577465
ENSG00000267107,8213,0.446487276
ENSG00000267108,168,0.625
ENSG00000267109,734,0.389645777
ENSG00000267110,975,0.628717949
ENSG00000267112,567,0.396825397
ENSG00000267114,361,0.390581717
ENSG00000267115,560,0.421428571
ENSG00000267117,441,0.56462585
ENSG00000267120,1925,0.578181818
ENSG00000267121,4548,0.476912929
ENSG00000267122,2738,0.603360117
ENSG00000267123,4576,0.51638986
ENSG00000267124,542,0.667896679
ENSG00000267125,500,0.608
ENSG00000267127,3902,0.509482317
ENSG00000267128,4398,0.531377899
ENSG00000267130,404,0.514851485
ENSG00000267131,470,0.663829787
ENSG00000267133,3140,0.472929936
ENSG00000267134,3452,0.41599073
ENSG00000267136,4745,0.438145416
ENSG00000267137,552,0.532608696
ENSG00000267139,452,0.639380531
ENSG00000267140,455,0.514285714
ENSG00000267141,607,0.622734761
ENSG00000267143,296,0.456081081
ENSG00000267144,1071,0.389355742
ENSG00000267146,581,0.375215146
ENSG00000267147,926,0.544276458
ENSG00000267150,1085,0.465437788
ENSG00000267151,506,0.539525692
ENSG00000267152,1360,0.4
ENSG00000267157,581,0.660929432
ENSG00000267159,328,0.606707317
ENSG00000267160,2569,0.297781238
ENSG00000267165,553,0.515370705
ENSG00000267168,479,0.469728601
ENSG00000267169,3219,0.570363467
ENSG00000267172,2593,0.370613189
ENSG00000267173,561,0.490196078
ENSG00000267175,1156,0.40916955
ENSG00000267177,228,0.473684211
ENSG00000267179,2219,0.44569626
ENSG00000267191,2140,0.434579439
ENSG00000267192,452,0.327433628
ENSG00000267193,2040,0.43627451
ENSG00000267198,2278,0.424495171
ENSG00000267199,5428,0.413411938
ENSG00000267201,371,0.574123989
ENSG00000267202,810,0.597530864
ENSG00000267204,2908,0.485557084
ENSG00000267205,556,0.507194245
ENSG00000267206,1672,0.655502392
ENSG00000267207,429,0.454545455
ENSG00000267209,405,0.456790123
ENSG00000267211,337,0.528189911
ENSG00000267212,388,0.510309278
ENSG00000267213,972,0.530864198
ENSG00000267214,454,0.502202643
ENSG00000267215,2619,0.460862925
ENSG00000267216,4227,0.535604448
ENSG00000267219,585,0.562393162
ENSG00000267223,420,0.516666667
ENSG00000267224,465,0.320430108
ENSG00000267226,1209,0.636062862
ENSG00000267228,1786,0.480403135
ENSG00000267231,369,0.585365854
ENSG00000267232,581,0.621342513
ENSG00000267234,488,0.463114754
ENSG00000267238,556,0.494604317
ENSG00000267239,2086,0.467401726
ENSG00000267240,399,0.403508772
ENSG00000267243,1270,0.434645669
ENSG00000267247,485,0.620618557
ENSG00000267250,518,0.430501931
ENSG00000267251,2232,0.488351254
ENSG00000267252,8810,0.444040863
ENSG00000267254,7948,0.414569703
ENSG00000267255,569,0.544815466
ENSG00000267257,2553,0.474343909
ENSG00000267259,2692,0.47102526
ENSG00000267260,2132,0.520637899
ENSG00000267261,1199,0.471226022
ENSG00000267262,739,0.458728011
ENSG00000267265,2554,0.471808927
ENSG00000267269,542,0.435424354
ENSG00000267270,6179,0.534067001
ENSG00000267272,6717,0.462706565
ENSG00000267273,656,0.460365854
ENSG00000267275,803,0.575342466
ENSG00000267277,687,0.506550218
ENSG00000267278,5171,0.566814929
ENSG00000267279,1421,0.402533427
ENSG00000267280,1207,0.713338857
ENSG00000267281,1609,0.407085146
ENSG00000267282,426,0.596244131
ENSG00000267284,2654,0.486058779
ENSG00000267286,466,0.495708155
ENSG00000267288,2381,0.592188156
ENSG00000267289,750,0.534666667
ENSG00000267291,516,0.598837209
ENSG00000267296,2198,0.618744313
ENSG00000267299,325,0.510769231
ENSG00000267302,2137,0.403837155
ENSG00000267303,1850,0.527027027
ENSG00000267304,482,0.607883817
ENSG00000267308,2449,0.445079624
ENSG00000267309,1392,0.576867816
ENSG00000267311,1100,0.377272727
ENSG00000267313,5180,0.368146718
ENSG00000267314,580,0.698275862
ENSG00000267316,610,0.426229508
ENSG00000267317,911,0.563117453
ENSG00000267318,481,0.446985447
ENSG00000267320,1155,0.440692641
ENSG00000267321,1620,0.422839506
ENSG00000267322,2662,0.52892562
ENSG00000267325,4434,0.440911141
ENSG00000267327,3518,0.400795907
ENSG00000267328,660,0.56969697
ENSG00000267334,1028,0.496108949
ENSG00000267335,786,0.627226463
ENSG00000267337,4596,0.387510879
ENSG00000267338,546,0.368131868
ENSG00000267339,8149,0.4553933
ENSG00000267341,324,0.5
ENSG00000267342,1419,0.608174771
ENSG00000267344,457,0.573304158
ENSG00000267345,791,0.419721871
ENSG00000267348,3489,0.508455145
ENSG00000267349,451,0.374722838
ENSG00000267353,2197,0.436504324
ENSG00000267356,517,0.323017408
ENSG00000267359,457,0.391684902
ENSG00000267360,1654,0.393591294
ENSG00000267363,249,0.497991968
ENSG00000267364,1940,0.454123711
ENSG00000267365,2444,0.474222586
ENSG00000267366,487,0.464065708
ENSG00000267368,1342,0.560357675
ENSG00000267372,1238,0.581583199
ENSG00000267373,367,0.485013624
ENSG00000267374,12791,0.392541631
ENSG00000267375,242,0.566115702
ENSG00000267378,561,0.486631016
ENSG00000267379,252,0.484126984
ENSG00000267383,10129,0.398361141
ENSG00000267385,1803,0.557404326
ENSG00000267387,1346,0.559435364
ENSG00000267388,600,0.5
ENSG00000267390,820,0.614634146
ENSG00000267391,5798,0.458433943
ENSG00000267393,480,0.514583333
ENSG00000267394,1049,0.569113441
ENSG00000267395,1027,0.672833496
ENSG00000267396,824,0.446601942
ENSG00000267397,1609,0.373523928
ENSG00000267399,552,0.414855072
ENSG00000267401,995,0.430150754
ENSG00000267402,445,0.373033708
ENSG00000267405,587,0.465076661
ENSG00000267406,164,0.402439024
ENSG00000267407,736,0.471467391
ENSG00000267409,585,0.574358974
ENSG00000267413,1115,0.464573991
ENSG00000267414,2065,0.512348668
ENSG00000267416,808,0.507425743
ENSG00000267417,523,0.541108987
ENSG00000267420,521,0.60268714
ENSG00000267421,1105,0.432579186
ENSG00000267423,579,0.512953368
ENSG00000267424,739,0.649526387
ENSG00000267425,504,0.404761905
ENSG00000267426,5062,0.539707625
ENSG00000267436,565,0.683185841
ENSG00000267437,319,0.404388715
ENSG00000267439,2040,0.500490196
ENSG00000267440,1476,0.499322493
ENSG00000267443,529,0.595463138
ENSG00000267446,386,0.588082902
ENSG00000267448,531,0.512241055
ENSG00000267449,247,0.497975709
ENSG00000267452,7433,0.44638773
ENSG00000267453,567,0.463844797
ENSG00000267454,2069,0.474625423
ENSG00000267455,568,0.554577465
ENSG00000267457,544,0.334558824
ENSG00000267458,270,0.485185185
ENSG00000267461,384,0.466145833
ENSG00000267462,1762,0.480703746
ENSG00000267465,3363,0.464168897
ENSG00000267466,1767,0.464063384
ENSG00000267467,742,0.587601078
ENSG00000267469,564,0.492907801
ENSG00000267470,7599,0.431767338
ENSG00000267475,958,0.494780793
ENSG00000267476,670,0.394029851
ENSG00000267477,727,0.583218707
ENSG00000267480,527,0.462998102
ENSG00000267484,511,0.473581213
ENSG00000267489,7169,0.43562561
ENSG00000267491,945,0.540740741
ENSG00000267493,1356,0.66519174
ENSG00000267496,792,0.612373737
ENSG00000267498,1606,0.488169365
ENSG00000267501,740,0.540540541
ENSG00000267503,665,0.467669173
ENSG00000267505,562,0.516014235
ENSG00000267506,5082,0.532664305
